offer_event_id,call_id,offer_id,campaign,response,revenue_usd
OFF-000682,CALL-00000682,OFR-002,UPSELL_FIBER,Accepted,27.5
OFF-000683,CALL-00000683,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000684,CALL-00000684,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000685,CALL-00000685,OFR-005,PREMIUM_UPGRADE,Accepted,65.0
OFF-000686,CALL-00000686,OFR-001,RETENTION_2026,Declined,0.0
OFF-000687,CALL-00000687,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000688,CALL-00000688,OFR-003,ADD_LINE_Q3,Accepted,102.5
OFF-000689,CALL-00000689,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000690,CALL-00000690,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000691,CALL-00000691,OFR-001,RETENTION_2026,Accepted,40.0
OFF-000692,CALL-00000692,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000693,CALL-00000693,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000694,CALL-00000694,OFR-004,LOYALTY_RENEW,Accepted,77.5
OFF-000695,CALL-00000695,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000696,CALL-00000696,OFR-001,RETENTION_2026,No Response,0.0
OFF-000697,CALL-00000697,OFR-002,UPSELL_FIBER,Accepted,15.0
OFF-000698,CALL-00000698,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000699,CALL-00000699,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000700,CALL-00000700,OFR-005,PREMIUM_UPGRADE,Accepted,52.5
OFF-000701,CALL-00000701,OFR-001,RETENTION_2026,Declined,0.0
OFF-000702,CALL-00000702,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000703,CALL-00000703,OFR-003,ADD_LINE_Q3,Accepted,90.0
OFF-000704,CALL-00000704,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000705,CALL-00000705,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000706,CALL-00000706,OFR-001,RETENTION_2026,Accepted,27.5
OFF-000707,CALL-00000707,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000708,CALL-00000708,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000709,CALL-00000709,OFR-004,LOYALTY_RENEW,Accepted,65.0
OFF-000710,CALL-00000710,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000711,CALL-00000711,OFR-001,RETENTION_2026,No Response,0.0
OFF-000712,CALL-00000712,OFR-002,UPSELL_FIBER,Accepted,102.5
OFF-000713,CALL-00000713,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000714,CALL-00000714,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000715,CALL-00000715,OFR-005,PREMIUM_UPGRADE,Accepted,40.0
OFF-000716,CALL-00000716,OFR-001,RETENTION_2026,Declined,0.0
OFF-000717,CALL-00000717,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000718,CALL-00000718,OFR-003,ADD_LINE_Q3,Accepted,77.5
OFF-000719,CALL-00000719,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000720,CALL-00000720,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000721,CALL-00000721,OFR-001,RETENTION_2026,Accepted,15.0
OFF-000722,CALL-00000722,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000723,CALL-00000723,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000724,CALL-00000724,OFR-004,LOYALTY_RENEW,Accepted,52.5
OFF-000725,CALL-00000725,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000726,CALL-00000726,OFR-001,RETENTION_2026,No Response,0.0
OFF-000727,CALL-00000727,OFR-002,UPSELL_FIBER,Accepted,90.0
OFF-000728,CALL-00000728,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000729,CALL-00000729,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000730,CALL-00000730,OFR-005,PREMIUM_UPGRADE,Accepted,27.5
OFF-000731,CALL-00000731,OFR-001,RETENTION_2026,Declined,0.0
OFF-000732,CALL-00000732,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000733,CALL-00000733,OFR-003,ADD_LINE_Q3,Accepted,65.0
OFF-000734,CALL-00000734,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000735,CALL-00000735,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000736,CALL-00000736,OFR-001,RETENTION_2026,Accepted,102.5
OFF-000737,CALL-00000737,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000738,CALL-00000738,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000739,CALL-00000739,OFR-004,LOYALTY_RENEW,Accepted,40.0
OFF-000740,CALL-00000740,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000741,CALL-00000741,OFR-001,RETENTION_2026,No Response,0.0
OFF-000742,CALL-00000742,OFR-002,UPSELL_FIBER,Accepted,77.5
OFF-000743,CALL-00000743,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000744,CALL-00000744,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000745,CALL-00000745,OFR-005,PREMIUM_UPGRADE,Accepted,15.0
OFF-000746,CALL-00000746,OFR-001,RETENTION_2026,Declined,0.0
OFF-000747,CALL-00000747,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000748,CALL-00000748,OFR-003,ADD_LINE_Q3,Accepted,52.5
OFF-000749,CALL-00000749,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000750,CALL-00000750,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000751,CALL-00000751,OFR-001,RETENTION_2026,Accepted,90.0
OFF-000752,CALL-00000752,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000753,CALL-00000753,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000754,CALL-00000754,OFR-004,LOYALTY_RENEW,Accepted,27.5
OFF-000755,CALL-00000755,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000756,CALL-00000756,OFR-001,RETENTION_2026,No Response,0.0
OFF-000757,CALL-00000757,OFR-002,UPSELL_FIBER,Accepted,65.0
OFF-000758,CALL-00000758,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000759,CALL-00000759,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000760,CALL-00000760,OFR-005,PREMIUM_UPGRADE,Accepted,102.5
OFF-000761,CALL-00000761,OFR-001,RETENTION_2026,Declined,0.0
OFF-000762,CALL-00000762,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000763,CALL-00000763,OFR-003,ADD_LINE_Q3,Accepted,40.0
OFF-000764,CALL-00000764,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000765,CALL-00000765,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000766,CALL-00000766,OFR-001,RETENTION_2026,Accepted,77.5
OFF-000767,CALL-00000767,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000768,CALL-00000768,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000769,CALL-00000769,OFR-004,LOYALTY_RENEW,Accepted,15.0
OFF-000770,CALL-00000770,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000771,CALL-00000771,OFR-001,RETENTION_2026,No Response,0.0
OFF-000772,CALL-00000772,OFR-002,UPSELL_FIBER,Accepted,52.5
OFF-000773,CALL-00000773,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000774,CALL-00000774,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000775,CALL-00000775,OFR-005,PREMIUM_UPGRADE,Accepted,90.0
OFF-000776,CALL-00000776,OFR-001,RETENTION_2026,Declined,0.0
OFF-000777,CALL-00000777,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000778,CALL-00000778,OFR-003,ADD_LINE_Q3,Accepted,27.5
OFF-000779,CALL-00000779,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000780,CALL-00000780,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000781,CALL-00000781,OFR-001,RETENTION_2026,Accepted,65.0
OFF-000782,CALL-00000782,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000783,CALL-00000783,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000784,CALL-00000784,OFR-004,LOYALTY_RENEW,Accepted,102.5
OFF-000785,CALL-00000785,OFR-005,PREMIUM_UPGRADE,Declined,0.0
OFF-000786,CALL-00000786,OFR-001,RETENTION_2026,No Response,0.0
OFF-000787,CALL-00000787,OFR-002,UPSELL_FIBER,Accepted,40.0
OFF-000788,CALL-00000788,OFR-003,ADD_LINE_Q3,Declined,0.0
OFF-000789,CALL-00000789,OFR-004,LOYALTY_RENEW,No Response,0.0
OFF-000790,CALL-00000790,OFR-005,PREMIUM_UPGRADE,Accepted,77.5
OFF-000791,CALL-00000791,OFR-001,RETENTION_2026,Declined,0.0
OFF-000792,CALL-00000792,OFR-002,UPSELL_FIBER,No Response,0.0
OFF-000793,CALL-00000793,OFR-003,ADD_LINE_Q3,Accepted,15.0
OFF-000794,CALL-00000794,OFR-004,LOYALTY_RENEW,Declined,0.0
OFF-000795,CALL-00000795,OFR-005,PREMIUM_UPGRADE,No Response,0.0
OFF-000796,CALL-00000796,OFR-001,RETENTION_2026,Accepted,52.5
OFF-000797,CALL-00000797,OFR-002,UPSELL_FIBER,Declined,0.0
OFF-000798,CALL-00000798,OFR-003,ADD_LINE_Q3,No Response,0.0
OFF-000799,CALL-00000799,OFR-004,LOYALTY_RENEW,Accepted,90.0
OFF-000800,CALL-00000800,OFR-005,PREMIUM_UPGRADE,Declined,0.0
