call_id,intent_category,confidence_score,model_version
CALL-00001208,upgrade,0.92,v1.2.0
CALL-00001209,account_change,0.93,v1.2.0
CALL-00001210,outage,0.94,v1.2.0
CALL-00001211,general_inquiry,0.95,v1.2.0
CALL-00001212,billing,0.96,v1.2.0
CALL-00001213,technical,0.97,v1.2.0
CALL-00001214,cancel,0.98,v1.2.0
CALL-00001215,upgrade,0.99,v1.2.0
CALL-00001216,account_change,0.55,v1.2.0
CALL-00001217,outage,0.56,v1.2.0
CALL-00001218,general_inquiry,0.57,v1.2.0
CALL-00001219,billing,0.58,v1.2.0
CALL-00001220,technical,0.59,v1.2.0
CALL-00001221,cancel,0.6,v1.2.0
CALL-00001222,upgrade,0.61,v1.2.0
CALL-00001223,account_change,0.62,v1.2.0
CALL-00001224,outage,0.63,v1.2.0
CALL-00001225,general_inquiry,0.64,v1.2.0
CALL-00001226,billing,0.65,v1.2.0
CALL-00001227,technical,0.66,v1.2.0
CALL-00001228,cancel,0.67,v1.2.0
CALL-00001229,upgrade,0.68,v1.2.0
CALL-00001230,account_change,0.69,v1.2.0
CALL-00001231,outage,0.7,v1.2.0
CALL-00001232,general_inquiry,0.71,v1.2.0
CALL-00001233,billing,0.72,v1.2.0
CALL-00001234,technical,0.73,v1.2.0
CALL-00001235,cancel,0.74,v1.2.0
CALL-00001236,upgrade,0.75,v1.2.0
CALL-00001237,account_change,0.76,v1.2.0
CALL-00001238,outage,0.77,v1.2.0
CALL-00001239,general_inquiry,0.78,v1.2.0
CALL-00001240,billing,0.79,v1.2.0
CALL-00001241,technical,0.8,v1.2.0
CALL-00001242,cancel,0.81,v1.2.0
CALL-00001243,upgrade,0.82,v1.2.0
CALL-00001244,account_change,0.83,v1.2.0
CALL-00001245,outage,0.84,v1.2.0
CALL-00001246,general_inquiry,0.85,v1.2.0
CALL-00001247,billing,0.86,v1.2.0
CALL-00001248,technical,0.87,v1.2.0
CALL-00001249,cancel,0.88,v1.2.0
CALL-00001250,upgrade,0.89,v1.2.0
CALL-00001251,account_change,0.9,v1.2.0
CALL-00001252,outage,0.91,v1.2.0
CALL-00001253,general_inquiry,0.92,v1.2.0
CALL-00001254,billing,0.93,v1.2.0
CALL-00001255,technical,0.94,v1.2.0
CALL-00001256,cancel,0.95,v1.2.0
CALL-00001257,upgrade,0.96,v1.2.0
CALL-00001258,account_change,0.97,v1.2.0
CALL-00001259,outage,0.98,v1.2.0
CALL-00001260,general_inquiry,0.99,v1.2.0
CALL-00001261,billing,0.55,v1.2.0
CALL-00001262,technical,0.56,v1.2.0
CALL-00001263,cancel,0.57,v1.2.0
CALL-00001264,upgrade,0.58,v1.2.0
CALL-00001265,account_change,0.59,v1.2.0
CALL-00001266,outage,0.6,v1.2.0
CALL-00001267,general_inquiry,0.61,v1.2.0
CALL-00001268,billing,0.62,v1.2.0
CALL-00001269,technical,0.63,v1.2.0
CALL-00001270,cancel,0.64,v1.2.0
CALL-00001271,upgrade,0.65,v1.2.0
CALL-00001272,account_change,0.66,v1.2.0
CALL-00001273,outage,0.67,v1.2.0
CALL-00001274,general_inquiry,0.68,v1.2.0
CALL-00001275,billing,0.69,v1.2.0
CALL-00001276,technical,0.7,v1.2.0
CALL-00001277,cancel,0.71,v1.2.0
CALL-00001278,upgrade,0.72,v1.2.0
CALL-00001279,account_change,0.73,v1.2.0
CALL-00001280,outage,0.74,v1.2.0
CALL-00001281,general_inquiry,0.75,v1.2.0
CALL-00001282,billing,0.76,v1.2.0
CALL-00001283,technical,0.77,v1.2.0
CALL-00001284,cancel,0.78,v1.2.0
CALL-00001285,upgrade,0.79,v1.2.0
CALL-00001286,account_change,0.8,v1.2.0
CALL-00001287,outage,0.81,v1.2.0
CALL-00001288,general_inquiry,0.82,v1.2.0
CALL-00001289,billing,0.83,v1.2.0
CALL-00001290,technical,0.84,v1.2.0
CALL-00001291,cancel,0.85,v1.2.0
CALL-00001292,upgrade,0.86,v1.2.0
CALL-00001293,account_change,0.87,v1.2.0
CALL-00001294,outage,0.88,v1.2.0
CALL-00001295,general_inquiry,0.89,v1.2.0
CALL-00001296,billing,0.9,v1.2.0
CALL-00001297,technical,0.91,v1.2.0
CALL-00001298,cancel,0.92,v1.2.0
CALL-00001299,upgrade,0.93,v1.2.0
CALL-00001300,account_change,0.94,v1.2.0
CALL-00001301,outage,0.95,v1.2.0
CALL-00001302,general_inquiry,0.96,v1.2.0
CALL-00001303,billing,0.97,v1.2.0
CALL-00001304,technical,0.98,v1.2.0
CALL-00001305,cancel,0.99,v1.2.0
CALL-00001306,upgrade,0.55,v1.2.0
CALL-00001307,account_change,0.56,v1.2.0
CALL-00001308,outage,0.57,v1.2.0
CALL-00001309,general_inquiry,0.58,v1.2.0
CALL-00001310,billing,0.59,v1.2.0
CALL-00001311,technical,0.6,v1.2.0
CALL-00001312,cancel,0.61,v1.2.0
CALL-00001313,upgrade,0.62,v1.2.0
CALL-00001314,account_change,0.63,v1.2.0
CALL-00001315,outage,0.64,v1.2.0
CALL-00001316,general_inquiry,0.65,v1.2.0
CALL-00001317,billing,0.66,v1.2.0
CALL-00001318,technical,0.67,v1.2.0
CALL-00001319,cancel,0.68,v1.2.0
CALL-00001320,upgrade,0.69,v1.2.0
CALL-00001321,account_change,0.7,v1.2.0
CALL-00001322,outage,0.71,v1.2.0
CALL-00001323,general_inquiry,0.72,v1.2.0
CALL-00001324,billing,0.73,v1.2.0
CALL-00001325,technical,0.74,v1.2.0
CALL-00001326,cancel,0.75,v1.2.0
CALL-00001327,upgrade,0.76,v1.2.0
CALL-00001328,account_change,0.77,v1.2.0
CALL-00001329,outage,0.78,v1.2.0
CALL-00001330,general_inquiry,0.79,v1.2.0
CALL-00001331,billing,0.8,v1.2.0
CALL-00001332,technical,0.81,v1.2.0
CALL-00001333,cancel,0.82,v1.2.0
CALL-00001334,upgrade,0.83,v1.2.0
CALL-00001335,account_change,0.84,v1.2.0
CALL-00001336,outage,0.85,v1.2.0
CALL-00001337,general_inquiry,0.86,v1.2.0
CALL-00001338,billing,0.87,v1.2.0
CALL-00001339,technical,0.88,v1.2.0
CALL-00001340,cancel,0.89,v1.2.0
CALL-00001341,upgrade,0.9,v1.2.0
CALL-00001342,account_change,0.91,v1.2.0
CALL-00001343,outage,0.92,v1.2.0
CALL-00001344,general_inquiry,0.93,v1.2.0
CALL-00001345,billing,0.94,v1.2.0
CALL-00001346,technical,0.95,v1.2.0
CALL-00001347,cancel,0.96,v1.2.0
CALL-00001348,upgrade,0.97,v1.2.0
CALL-00001349,account_change,0.98,v1.2.0
CALL-00001350,outage,0.99,v1.2.0
CALL-00001351,general_inquiry,0.55,v1.2.0
CALL-00001352,billing,0.56,v1.2.0
CALL-00001353,technical,0.57,v1.2.0
CALL-00001354,cancel,0.58,v1.2.0
CALL-00001355,upgrade,0.59,v1.2.0
CALL-00001356,account_change,0.6,v1.2.0
CALL-00001357,outage,0.61,v1.2.0
CALL-00001358,general_inquiry,0.62,v1.2.0
CALL-00001359,billing,0.63,v1.2.0
CALL-00001360,technical,0.64,v1.2.0
CALL-00001361,cancel,0.65,v1.2.0
CALL-00001362,upgrade,0.66,v1.2.0
CALL-00001363,account_change,0.67,v1.2.0
CALL-00001364,outage,0.68,v1.2.0
CALL-00001365,general_inquiry,0.69,v1.2.0
CALL-00001366,billing,0.7,v1.2.0
CALL-00001367,technical,0.71,v1.2.0
CALL-00001368,cancel,0.72,v1.2.0
CALL-00001369,upgrade,0.73,v1.2.0
CALL-00001370,account_change,0.74,v1.2.0
CALL-00001371,outage,0.75,v1.2.0
CALL-00001372,general_inquiry,0.76,v1.2.0
CALL-00001373,billing,0.77,v1.2.0
CALL-00001374,technical,0.78,v1.2.0
CALL-00001375,cancel,0.79,v1.2.0
CALL-00001376,upgrade,0.8,v1.2.0
CALL-00001377,account_change,0.81,v1.2.0
CALL-00001378,outage,0.82,v1.2.0
CALL-00001379,general_inquiry,0.83,v1.2.0
CALL-00001380,billing,0.84,v1.2.0
CALL-00001381,technical,0.85,v1.2.0
CALL-00001382,cancel,0.86,v1.2.0
CALL-00001383,upgrade,0.87,v1.2.0
CALL-00001384,account_change,0.88,v1.2.0
CALL-00001385,outage,0.89,v1.2.0
CALL-00001386,general_inquiry,0.9,v1.2.0
CALL-00001387,billing,0.91,v1.2.0
CALL-00001388,technical,0.92,v1.2.0
CALL-00001389,cancel,0.93,v1.2.0
CALL-00001390,upgrade,0.94,v1.2.0
CALL-00001391,account_change,0.95,v1.2.0
CALL-00001392,outage,0.96,v1.2.0
CALL-00001393,general_inquiry,0.97,v1.2.0
CALL-00001394,billing,0.98,v1.2.0
CALL-00001395,technical,0.99,v1.2.0
CALL-00001396,cancel,0.55,v1.2.0
CALL-00001397,upgrade,0.56,v1.2.0
CALL-00001398,account_change,0.57,v1.2.0
CALL-00001399,outage,0.58,v1.2.0
CALL-00001400,general_inquiry,0.59,v1.2.0
CALL-00001401,billing,0.6,v1.2.0
CALL-00001402,technical,0.61,v1.2.0
CALL-00001403,cancel,0.62,v1.2.0
CALL-00001404,upgrade,0.63,v1.2.0
CALL-00001405,account_change,0.64,v1.2.0
CALL-00001406,outage,0.65,v1.2.0
CALL-00001407,general_inquiry,0.66,v1.2.0
CALL-00001408,billing,0.67,v1.2.0
CALL-00001409,technical,0.68,v1.2.0
CALL-00001410,cancel,0.69,v1.2.0
CALL-00001411,upgrade,0.7,v1.2.0
CALL-00001412,account_change,0.71,v1.2.0
CALL-00001413,outage,0.72,v1.2.0
CALL-00001414,general_inquiry,0.73,v1.2.0
CALL-00001415,billing,0.74,v1.2.0
CALL-00001416,technical,0.75,v1.2.0
CALL-00001417,cancel,0.76,v1.2.0
CALL-00001418,upgrade,0.77,v1.2.0
CALL-00001419,account_change,0.78,v1.2.0
CALL-00001420,outage,0.79,v1.2.0
CALL-00001421,general_inquiry,0.8,v1.2.0
CALL-00001422,billing,0.81,v1.2.0
CALL-00001423,technical,0.82,v1.2.0
CALL-00001424,cancel,0.83,v1.2.0
CALL-00001425,upgrade,0.84,v1.2.0
CALL-00001426,account_change,0.85,v1.2.0
CALL-00001427,outage,0.86,v1.2.0
CALL-00001428,general_inquiry,0.87,v1.2.0
CALL-00001429,billing,0.88,v1.2.0
CALL-00001430,technical,0.89,v1.2.0
CALL-00001431,cancel,0.9,v1.2.0
CALL-00001432,upgrade,0.91,v1.2.0
CALL-00001433,account_change,0.92,v1.2.0
CALL-00001434,outage,0.93,v1.2.0
CALL-00001435,general_inquiry,0.94,v1.2.0
CALL-00001436,billing,0.95,v1.2.0
CALL-00001437,technical,0.96,v1.2.0
CALL-00001438,cancel,0.97,v1.2.0
CALL-00001439,upgrade,0.98,v1.2.0
CALL-00001440,account_change,0.99,v1.2.0
CALL-00001441,outage,0.55,v1.2.0
CALL-00001442,general_inquiry,0.56,v1.2.0
CALL-00001443,billing,0.57,v1.2.0
CALL-00001444,technical,0.58,v1.2.0
CALL-00001445,cancel,0.59,v1.2.0
CALL-00001446,upgrade,0.6,v1.2.0
CALL-00001447,account_change,0.61,v1.2.0
CALL-00001448,outage,0.62,v1.2.0
CALL-00001449,general_inquiry,0.63,v1.2.0
CALL-00001450,billing,0.64,v1.2.0
CALL-00001451,technical,0.65,v1.2.0
CALL-00001452,cancel,0.66,v1.2.0
CALL-00001453,upgrade,0.67,v1.2.0
CALL-00001454,account_change,0.68,v1.2.0
CALL-00001455,outage,0.69,v1.2.0
CALL-00001456,general_inquiry,0.7,v1.2.0
CALL-00001457,billing,0.71,v1.2.0
CALL-00001458,technical,0.72,v1.2.0
CALL-00001459,cancel,0.73,v1.2.0
CALL-00001460,upgrade,0.74,v1.2.0
CALL-00001461,account_change,0.75,v1.2.0
CALL-00001462,outage,0.76,v1.2.0
CALL-00001463,general_inquiry,0.77,v1.2.0
CALL-00001464,billing,0.78,v1.2.0
CALL-00001465,technical,0.79,v1.2.0
CALL-00001466,cancel,0.8,v1.2.0
CALL-00001467,upgrade,0.81,v1.2.0
CALL-00001468,account_change,0.82,v1.2.0
CALL-00001469,outage,0.83,v1.2.0
CALL-00001470,general_inquiry,0.84,v1.2.0
CALL-00001471,billing,0.85,v1.2.0
CALL-00001472,technical,0.86,v1.2.0
CALL-00001473,cancel,0.87,v1.2.0
CALL-00001474,upgrade,0.88,v1.2.0
CALL-00001475,account_change,0.89,v1.2.0
CALL-00001476,outage,0.9,v1.2.0
CALL-00001477,general_inquiry,0.91,v1.2.0
CALL-00001478,billing,0.92,v1.2.0
CALL-00001479,technical,0.93,v1.2.0
CALL-00001480,cancel,0.94,v1.2.0
CALL-00001481,upgrade,0.95,v1.2.0
CALL-00001482,account_change,0.96,v1.2.0
CALL-00001483,outage,0.97,v1.2.0
CALL-00001484,general_inquiry,0.98,v1.2.0
CALL-00001485,billing,0.99,v1.2.0
CALL-00001486,technical,0.55,v1.2.0
CALL-00001487,cancel,0.56,v1.2.0
CALL-00001488,upgrade,0.57,v1.2.0
CALL-00001489,account_change,0.58,v1.2.0
CALL-00001490,outage,0.59,v1.2.0
CALL-00001491,general_inquiry,0.6,v1.2.0
CALL-00001492,billing,0.61,v1.2.0
CALL-00001493,technical,0.62,v1.2.0
CALL-00001494,cancel,0.63,v1.2.0
CALL-00001495,upgrade,0.64,v1.2.0
CALL-00001496,account_change,0.65,v1.2.0
CALL-00001497,outage,0.66,v1.2.0
CALL-00001498,general_inquiry,0.67,v1.2.0
CALL-00001499,billing,0.68,v1.2.0
CALL-00001500,technical,0.69,v1.2.0
